population,RAYON,NOTE,geometry
206.0,Жетысуский,ул.Шерхана Муртазы- ул.Черкасская- ул.Баянаульская- ул.Кыдырбекулы Балгабека- ул.Юмашева,POINT (76.96256235902052 43.28477915926246)
248.0,Медеуский,Аль-Фараби пр.-р.Есентай,POINT (76.93915743627322 43.213389124001985)
201.0,Алатауский,ул.Докучаева- пр.Райымбека- ул.Карпатская- ул.Войкова,POINT (76.85196326537329 43.251836080151854)
1143.0,Алатауский,пр.Райымбека- ул.Докучаева- ул.Куприна- ул.Кисловодская,POINT (76.85557544508815 43.25384460745794)
483.0,Медеуский,ул.ДЖАРКЕНТСКАЯ(Горный Гигант)- ул.ИСКНДЕРОВА(ГОРНЫЙ ГИГАНТ)- ул.Азербаева(ГОРНЫЙ ГИГАНТ)-пр.Достык103,POINT (76.95347987972599 43.21750359742913)
451.0,Жетысуский,ул.Омская- ул.Баянаульская- ул.Станиславского,POINT (76.965050287878 43.283856743763444)
753.0,Медеуский,ул.Жамакаева(Горный Гигант)- пр.Аль-Фараби-,POINT (76.93731405814952 43.221884795608005)
47.0,Жетысуский,пр.Суюнбая- ул.Тюлькубасская- ул.Есенова- ул.Баянаульская,POINT (76.94915254207703 43.28756380343218)
203.0,Жетысуский,ул.Есенова- ул.Тюлькубасская- ул.Натарова- ул.Баянаульская,POINT (76.95171596969432 43.28770847182421)
208.0,Жетысуский,ул.Натарова- ул.Тюлькубасская- ул.Жангильдина- ул.Баянаульская,POINT (76.95360770238682 43.28779438448124)
196.0,Жетысуский,ул.Жангильдина- ул.Тюлькубасская- ул.Герценя- ул.Баянаульская,POINT (76.9555592748462 43.28780117709858)
177.0,Жетысуский,ул.Герцена- ул.Тюлбкубасская- ул.Гастелло- ул.Баянаульская,POINT (76.95759298959162 43.28802118075947)
416.0,Алатауский,ул.Куприна- ул.Докучаева- ул.Войкова- ул.Карпатская,POINT (76.85103419948157 43.253809144784086)
685.0,Алатауский,пр.Рыскулова- ул.Нальчикская- ул.Куприна- ул.Карпатская,POINT (76.8499213031529 43.25710503233454)
271.0,Медеуский,пр.Достык- ул.Иванилова(Горный Гигант)- ул.Тайманова(ГОРНЫЙ ГИГАНТ),POINT (76.96328931400038 43.21098460071367)
432.0,Турксибский,Крамского- Иссыккульская-Сейфуллина проспект,POINT (76.93870201268706 43.29836581659563)
375.0,Жетысуский,ул.Станиславского- ул.Баянаульская- ул.Шелихова- ул.Волочаевская,POINT (76.96736103905188 43.28532430030134)
220.0,Медеуский,ул.Жамакаева(Горный Гигант)- ул.СЫЗГАНОВА(ГОРНЫЙ ГИГАНТ)- ул.Иванилова(ГОРНЫЙ ГИГАНТ),POINT (76.9544143831009 43.21188202092515)
129.0,Медеуский,ул.4 улица- ул.7 улица,POINT (76.94453695131129 43.206661416778985)
141.0,Жетысуский,ул.Кыдырбекулы Балгабека- ул.Омская- ул.Баянаульская,POINT (76.96473080698341 43.2875223920281)
139.0,Жетысуский,ул.Кыдырбекулы Балгабека- ул.Гурьевская- ул.Омская,POINT (76.96598266486231 43.29070142155316)
1768.0,Ауэзовский,мкр.9,POINT (76.85985238867059 43.21430266565252)
878.0,Алатауский,ул.Кисловодская 2-ая- ул.Емцова- ул.Левского- ул.Кисловодская,POINT (76.85883963494973 43.25665975114593)
2624.0,Ауэзовский,мкр.8,POINT (76.86621583106074 43.22712738877114)
112.0,Медеуский,ул.Иванилова(Горный Гигант)- ул.Жамакаева(ГОРНЫЙ ГИГАНТ),POINT (76.9586370643237 43.209858267249196)
173.0,Турксибский,жансугурова- дальняя-жарылгасова,POINT (76.93180816614125 43.29990015828056)
2142.0,Ауэзовский,мкр.8,POINT (76.86940066433793 43.22938489250576)
676.0,Ауэзовский,мкр.Аксай-4,POINT (76.84019423724772 43.230514633283185)
256.0,Жетысуский,ул.Жангильдина- ул.Герцена- ул.Тюлькубасская,POINT (76.9551666485232 43.290069683678006)
99.0,Жетысуский,ул.Герцена- пр.Рыскулова- ул.Железняка- ул.Сумская,POINT (76.95693453858101 43.292708252979324)
158.0,Жетысуский,ул.Герцена- ул.Сумская- ул.Железняка- ул.Саяеская,POINT (76.9568635430832 43.29129316322107)
156.0,Жетысуский,ул.Герцена- ул.Саянская- ул.Железняка- ул.Тюлькубасская,POINT (76.95707661789177 43.28968396664168)
2015.0,Ауэзовский,мкр.Аксай-2,POINT (76.83216041604926 43.23808398745587)
217.0,Жетысуский,ул.Туркменская- ул.Косаева- ул.Тобаякова Жамбыла,POINT (76.94011977802484 43.27711507998907)
194.0,Жетысуский,ул.Туркменская- ул.Радищева- ул.Жансугурова Ильяса- ул.Косаева,POINT (76.93942318810629 43.278396091966606)
191.0,Жетысуский,ул.Кылкобыз- ул.Радищева- ул.Туркменская- ул.Тобаякова Жамбыла,POINT (76.93779104524157 43.277693645667306)
106.0,Жетысуский,ул.Островского- ул.Радищева- ул.Кылкобыз- ул.Тобаякова Жамбыла,POINT (76.93643949615658 43.27763880395751)
1791.0,Ауэзовский,мкр.8,POINT (76.87241473046008 43.22716928812597)
1316.0,Ауэзовский,мкр.8,POINT (76.87043366454907 43.22536431353487)
2257.0,Ауэзовский,мкр.Аксай-4,POINT (76.84125952181114 43.22834383383862)
129.0,Жетысуский,ул.Потанина- ул.Жангильдина,POINT (76.95360700257714 43.29071554921435)
96.0,Жетысуский,ул.Железняка- ул.Саянская- ул.Гастелло- ул.Тюлькубасская,POINT (76.95840778173145 43.289835010657626)
1754.0,Ауэзовский,мкр.Аксай-4,POINT (76.84203964717383 43.22668499877117)
136.0,Жетысуский,ул.Железняка- пр.Рыскулова- ул.Гастелло- ул.Саяеская,POINT (76.95838293400334 43.29169464139395)
2058.0,Ауэзовский,мкр.Аксай-4,POINT (76.83906379429581 43.23299143275422)
66.0,Жетысуский,р.Баскарасу- пр.Суюнбая- пр.Назарбаева,POINT (76.94702321404739 43.27766561532705)
2.0,Жетысуский,р.Баскарасу- пр.Суюнбая,POINT (76.94705211404354 43.28093754177906)
2262.0,Ауэзовский,мкр.Аксай-3А,POINT (76.82706041960392 43.23484646246081)
16.0,Медеуский,сад.тов.НИВА- сад.тов.МИЧУРИНЕЦ-ЮГ,POINT (76.99474526665212 43.247170888523925)
31.0,Медеуский,сад.тов.ЖЕЛЕЗНОДОРОЖНИК,POINT (76.99122104466645 43.250314106230654)
1.0,Медеуский,сад.тов.ШКОЛА№26,POINT (76.99718295778305 43.240597710701465)
5.0,Медеуский,сад.тов.УКС,POINT (77.00273616183588 43.244453109973215)
122.0,Медеуский,сад.тов.ГОРВОДОПРОВОД,POINT (76.98999229990656 43.259960357408666)
24.0,Медеуский,сад.тов.ПОЛИГРАФИСТ,POINT (76.99902879324476 43.25101493329074)
2.0,Медеуский,сад.тов.СТОМАТОЛОГ,POINT (76.99575282241749 43.25020105984307)
2.0,Медеуский,сад.тов.СРЕДАЗЭНЕРГОХИМЗАЩИТА,POINT (77.01675019872614 43.23255777683638)
12.0,Медеуский,сад.тов.СТАЛЬ,POINT (77.02302045382582 43.245430480081986)
26.0,Медеуский,сад.тов.СТРОИТЕЛЬ,POINT (76.99448154731313 43.26316769192556)
43.0,Медеуский,сад.тов.ДОМОУПРАВЛЕНИЕ- 6,POINT (77.0014979311685 43.24866994156174)
11.0,Медеуский,сад.тов.ЭДЕЛЬВЕЙС,POINT (76.99420394509488 43.24390595793295)
50.0,Медеуский,сад.тов.СТРОИТЕЛЬНЫЙ ТЕХНИКУМ,POINT (76.99754588304548 43.2493864964532)
3.0,Медеуский,сад.тов.ОБЛПРОКУРАТУРА,POINT (76.99624720665584 43.2480475688583)
5.0,Медеуский,сад.тов.Культура,POINT (77.00201967272429 43.24680390184664)
6.0,Медеуский,сад.тов.АПУ ГОРИСПОЛКОМА,POINT (76.99355482036574 43.26397253325288)
23.0,Медеуский,сад.тов.ГОРБЫТ,POINT (77.00214697607495 43.24603547958369)
49.0,Медеуский,ул.ШОКАЯ- ул.САРСЕНБАЕВА,POINT (76.99753959312056 43.256763386108666)
22.0,Медеуский,сад.тов.АРМАН,POINT (77.01071316340246 43.23573824233568)
12.0,Медеуский,сад.тов.ДРУЖБА,POINT (77.01146732439699 43.23690565481948)
8.0,Медеуский,сад.тов.МИЧУРИНЕЦ,POINT (77.0136741375813 43.237685126564784)
13.0,Медеуский,сад.тов.Наука,POINT (77.01126967658044 43.24730669742978)
18.0,Медеуский,сад.тов.КОК ТОБЕ- 1,POINT (76.98718156768919 43.249762017397956)
113.0,Медеуский,сад.тов.КОК ТОБЕ- 1,POINT (76.98613574078662 43.25646066208041)
34.0,Медеуский,сад.тов.СОВЕТ,POINT (77.00300455544976 43.24742993902712)
77.0,Медеуский,сад.тов.СОВЕТ,POINT (77.00404849030738 43.24588806197507)
80.0,Медеуский,сад.тов.Коргауши-Защитник,POINT (76.9803703411599 43.19275533551547)
120.0,Медеуский,ул.Курмет- ул.Алгыс(Тау Самал)-сад.тов.Весновка,POINT (76.97114870020577 43.20094382997935)
100.0,Бостандыкский,сад.тов.Автомобилист- сад.тов.Алатау-сад.тов.Дружба мкр.Актобе,POINT (76.95550876236351 43.17484706479133)
33.0,Бостандыкский,ул.ТрудОВАЯ сад.тов.ИМ.ДЗЕРЖИНСКОГО- ул.ГРУШЕВАЯ сад.тов.ИМ.ДЗЕРЖИНСКОГО,POINT (76.91266367188003 43.18214843044936)
109.0,Медеуский,ул.КОЖАБЕРГЕНОВА(Тау Самал)- сад.тов.САДОВОД,POINT (76.96942883755052 43.19661430530438)
224.0,Медеуский,сад.тов.ТУРКСИБ- ул.ОСПАНОВА(Тау Самал)- ул.Алгыс(Тау Самал),POINT (76.97255021325255 43.19782390448701)
117.0,Бостандыкский,ул.Бахадур мкр.Актобе,POINT (76.96117750633337 43.17392094506323)
50.0,Бостандыкский,ул.Жансая мкр.Аскартау- сад.тов.Ремизовка,POINT (76.93840514501173 43.19748053121619)
14.0,Бостандыкский,сад.тов.ТАБИГАТ,POINT (76.89575801876568 43.147931699729)
51.0,Бостандыкский,ул.ДУЛАТИ- мкр.ХАН-ТЕНГРИ- ул.КОЖАКЕЕВА (Нур Алатау),POINT (76.89154342948027 43.18117224737344)
85.0,Бостандыкский,ул.КОСЕГЕ мкр.ГАЛАМАТ- 5 улица мкр.ГАЛАМАТ- ул.АТАМУРА МКР.ГАЛАМАТ ,POINT (76.88439561747269 43.15788272909246)
36.0,Бостандыкский,5 улица(Архат),POINT (76.88959973506894 43.15335893003069)
72.0,Бостандыкский,7 улица(Архат)- мкр.Хан тенгри- сад.тов.Энергия-2,POINT (76.89494961935102 43.15576025136562)
133.0,Бостандыкский,ул.АСЕМТАУ (Нур Алатау)- ул.Абилкайыр хана (Нур Алатау)- ул.БАКДАУЛЕТ (мкр.Нур Алатау)- ул.КОНАЕВА АСКАРА мкр.НУР АЛАТАУ,POINT (76.90056304797513 43.18152846206435)
85.0,Бостандыкский,ул.МУРАТ (Нур Алатау)- ул.ТАНЖАРЫК (Нур Алатау)-сад.тов.АЛМА 3А,POINT (76.9118284296321 43.187795361190354)
34.0,Бостандыкский,сад.тов.Алма,POINT (76.92172438411546 43.197082874747245)
57.0,Бостандыкский,ул.МУРАТ (Нур Алатау)- ул.ФРУКТОВАЯ сад.тов.СИРЕНЬ,POINT (76.91023930315835 43.18239110868222)
44.0,Бостандыкский,ул.Арайлы(Ерменсай),POINT (76.92770779924139 43.201379414410525)
59.0,Бостандыкский,сад.тов.Парасат (Ерменсай)- сад.тов.Ионосфера-сад.тов.Дружба мкр.Актобе,POINT (76.95084837823308 43.1776439872041)
127.0,Бостандыкский,ул.БАКДАУЛЕТ (Нур Алатау)- ул.АБИШЕВА (Нур Алатау)- ул.КЕРЕМЕТ (мкр.Нур Алатау)- ул.КОЖАКЕЕВА мкр.НУР АЛАТАУ,POINT (76.89461277734658 43.17874523915353)
145.0,Бостандыкский,ул.Колсай (Ерменсай)- ул.Восточная мкр.Баганашыл- ул.Жангир хана (Ерменсай),POINT (76.92140365857252 43.19377028687036)
